Go.	Gå!
The actress looks younger than she really is.	Skuespilleren ser yngre ud end hun er.
The atomic energy is expensive and dangerous.	Kernekraft er dyr og farlig.
The atomic energy is expensive and dangerous.	A-kraft er dyr og farlig.
The atomic energy is expensive and dangerous.	Atomkraft er dyr og farlig.
The bank opens at 9 a.m. and closes at 3 p.m.	Banken åbner klokken 9 og lukker klokken 15.
The boycott lasted a little more than a year.	Boykotten varede lidt over et år.
The captain went to sea when he was nineteen.	Kaptajnen stod til søs som nittenårig.
The cause of the fire was his cigarette butt.	Brandårsagen var hans cigaretskod.
The foreigner soon got used to Japanese food.	Udlændingen vænnede sig hurtigt til den japanske mad.
The museum has an exhibit of ancient weapons.	Museet har en udstilling af gamle våben.
The royal jewels are kept under lock and key.	Kronjuvelerne opbevares under lås og slå.
The royal wedding was a magnificent occasion.	Det royale bryllup var en storslået begivenhed.
The teacher compared my poem with one of his.	Læreren sammenlignede mit digt med et af sine egne.
The temperature is above average this winter.	Temperaturen er i denne vinter over gennemsnittet.
The volcanic eruption threatened the village.	Vulkanudbruddet truede landsbyen.
Their habitat is threatened by deforestation.	Deres levesteder er truet af skovrydning.
Their habitat is threatened by deforestation.	Deres habitat er truet af skovrydning.
Their trip was postponed because of the rain.	Deres tur blev udsat på grund af regnen.
Their trip was postponed because of the rain.	Deres tur blev udsat på grund af regn.
There are many famous old buildings in Kyoto.	Der er mange berømte gamle bygninger i Kyoto.
There were almost no cars in the parking lot.	Der var næsten ingen biler på parkeringspladsen.
They borrow books from the teachers' library.	De låner bøger fra lærernes bibliotek.
They had little fuel for heating and cooking.	De havde lidt brændstof til opvarmning og madlavning.
They say that he has been dead for two years.	De siger at han har været død i to år.
This room is twelve feet by twenty-four feet.	Dette værelse måler tolv fod gange fireogtyve fod.
Tom and Mary opened their Christmas presents.	Tom og Mary åbnede deres julegaver.
Tom didn't want Mary to see him in handcuffs.	Tom ønskede ikke at Maria skulle se ham i håndjern.
Tom doesn't like working on an empty stomach.	Tom kan ikke lide at arbejde på en tom mave.
Tom drowned in Lake Superior three years ago.	Tom druknede i Lake Superior for tre år siden.
Tom has a bank account in the Cayman Islands.	Tom har en bankkonto på Caymanøerne.
Tom has been in the hospital for three weeks.	Tom har indtil nu været på hospitalet i tre uger.
Tom has been in the hospital for three weeks.	Tom har været på hospitalet i tre uger nu.
Tom has trouble expressing his true feelings.	Tom har problemer med at udtrykke sine sande følelser.
Tom is afraid to go out after dark, isn't he?	Tom er bange for at gå ud efter mørkets frembrud, er han ikke?
Tom is probably the best singer in our class.	Tom er nok den bedste sanger i vores klasse.
Tom is probably the best singer in our class.	Tom er sandsynligvis den bedste sanger i vores klasse.
Tom is the legal owner of this piece of land.	Tom er den retmæssige ejer af dette jordstykke.
Tom is unquestionably the oldest person here.	Tom er uden tvivl den ældste person her.
Tom is unquestionably the oldest person here.	Tom er uden tvivl den ældste her.
Tom is usually broke by the end of the month.	Tom er sædvanligvis helt flad ved udgangen af måneden.
Tom ripped up the floorboards with a crowbar.	Tom rev gulvbrædderne op med et koben.
Tom served 30 years for second degree murder.	Tom afsonede 30 år for bevidst uagtsomt manddrab.
Tom should have discussed the matter with me.	Tom skulle have drøftet sagen med mig.
Tom should have discussed the matter with me.	Tom burde have drøftet sagen med mig.
Tom told me I should get myself a girlfriend.	Tom fortalte mig at jeg skulle få mig en kæreste.
Tom told me I should get myself a girlfriend.	Tom sagde til mig at jeg skulle få mig en kæreste.
Tom told me I should get myself a girlfriend.	Tom sagde til mig at jeg burde få mig en kæreste.
Tom told me that he didn't love Mary anymore.	Tom fortalte mig at han ikke længere elskede Mary.
Tom told me that he hadn't seen Mary all day.	Tom fortalte mig at han ikke havde set Mary hele dagen.
Tom was flabbergasted when he heard the news.	Tom blev paf da han hørte nyheden.
Tom was given a six-month suspended sentence.	Tom fik en seks måneders betinget dom.
Tom watched Mary disappear into the darkness.	Tom så Mary forsvinde ind i mørket.
Tom's budget contained a lot of guesstimates.	Toms budget indeholdt en masse løse skøn.
What do you expect to find in Tom's basement?	Hvad forventer du at finde i Toms kælder?
What time does the train for New York depart?	Hvornår afgår toget til New York?
Would you like to go to the aquarium with me?	Vil du med hen til akvariet?
Would you like to go to the aquarium with me?	Kunne du tænke dig at tage hen til akvariet sammen med mig?
Yesterday, I read a really interesting story.	I går læste jeg en virkelig interessant fortælling.
You guys are really good friends, aren't you?	I er rigtig gode venner, er I ikke?
Your PhD thesis has to be written in English.	Din ph.d.-afhandling skal være skrevet på engelsk.
Your speech was appropriate for the occasion.	Din tale var passende til lejligheden.
A lot of English words are derived from Latin.	Mange engelske ord stammer fra latin.
A man who speaks the truth needs a fast horse.	En mand der taler sandt, har brug for en hurtig hest.
Americans, in general, don't like to dress up.	Amerikanere kan for det meste ikke lide at tage fint tøj på.
Are you wearing that dress for the first time?	Er det første gang du har den kjole på?
Aren't you supposed to be in school right now?	Burde du ikke være i skole lige nu?
Dear Santa, I want a girlfriend for Christmas.	Kære Julemand, jeg ønsker mig en kæreste til jul.
Don't put the wallet on the top of the heater.	Læg ikke pungen oven på varmeapparatet.
Everyone except Tom and Mary are already here.	Alle undtagen Tom og Mary er her allerede.
From this point, we must proceed with caution.	Herfra må vi gå videre med forsigtighed.
Have you ever thought about quitting your job?	Har du nogensinde overvejet at sige op?
Having done my homework, I watched television.	Efter at jeg havde lavet lektier, så jeg fjernsyn.
He lives within a stone's throw of the school.	Han bor et stenkast fra skolen.
He went to the hardware store to get a shovel.	Han tog hen til isenkrambutikken for at købe en skovl.
He went to the hardware store to get a shovel.	Han tog hen til isenkræmmeren efter en skovl.
He went to the post office to mail the letter.	Han tog til posthuset for at poste brevet.
Honesty is the primary reason for his success.	Ærlighed er hovedårsagen til hans succes.
How long do you intend to stay here in Brazil?	Hvor længe har du tænkt dig at blive her i Brasilien?
I bought the book for myself, not for my wife.	Jeg købte den her bog til mig selv, ikke min kone.
I bought the novel on which the film is based.	Jeg har købt romanen som filmen er baseret på.
I don't expect that they will support my view.	Jeg forventer ikke at de vil støtte mit synspunkt.
I don't like meat. I prefer a vegetarian diet.	Jeg kan ikke lide kød. Jeg foretrækker vegetarisk mad.
I don't like meat. I prefer a vegetarian diet.	Jeg kan ikke lide kød. Jeg foretrækker at spise vegetarisk.
I gave my word to Tom that I wouldn't do that.	Jeg gav Tom mit ord på at jeg ikke ville gøre det.
I have a friend coming over to visit tomorrow.	Jeg får en ven på besøg i morgen.
I have a friend coming over to visit tomorrow.	Jeg får besøg af en ven i morgen.
I have a large library on American literature.	Jeg har et bibliotek med amerikansk litteratur.
I have read many of his novels in translation.	Jeg har læst mange af hans romaner i oversættelse.
I know the girl you were talking to yesterday.	Jeg kender pigen som du talte med i går.
I overslept and was not able to catch the bus.	Jeg sov over mig og var ikke i stand til at nå bussen.
I saw Tom and Mary playing a game of dominoes.	Jeg så Tom og Mary spille domino.
I spend too much time in front of my computer.	Jeg bruger for meget tid foran min computer.
I think Tom probably has a girlfriend already.	Jeg tror at Tom nok allerede har en kæreste.
I thought your dad took away your credit card.	Jeg troede at din far havde taget kreditkortet fra dig.
I want to become a TV announcer in the future.	Jeg ønsker at blive en tv-speaker i fremtiden.
I was just going to ask you the same question.	Jeg skulle lige til at spørge dig om det samme.
I was only a seven-year-old girl at that time.	Jeg var kun en 7-årig pige dengang.
I wonder what Tom is doing tomorrow afternoon.	Jeg gad vide hvad Tom skal lave i morgen eftermiddag.
I wrote down his name so I wouldn't forget it.	Jeg skrev hans navn ned for at jeg ikke skulle glemme det.
I wrote down his name so I wouldn't forget it.	Jeg noterede hans navn for at jeg ikke skulle glemme det.
I wrote down his name so I wouldn't forget it.	Jeg noterede hans navn for ikke at glemme det.
I'll teach you a lesson that you won't forget.	Jeg vil give dig en lektie som du ikke vil glemme.
I've always wanted to write a children's book.	Jeg har altid villet skrive en børnebog.
I've always wanted to write a children's book.	Jeg har altid ønsket at skrive en børnebog.
In France, many young people have motorcycles.	I Frankrig har mange unge mennesker motorcykler.
It is a very popular destination for tourists.	Det er en meget populær turistdestination.
It looks like he'll be coming here next month.	Det ser ud til at han kommer her i næste måned.
It rained heavily, so the playground is muddy.	Det regnede kraftigt, så legepladsen er mudret.
It was impossible to understand his questions.	Det var umuligt at forstå hans spørgsmål.
It won't be long before we can travel to Mars.	Det vil ikke vare længe ​​før vi kan rejse til Mars.
Jim Carrey is very famous and a good comedian.	Jim Carrey er en meget berømt og god komiker.
Look out for pedestrians when you drive a car.	Hold øje med fodgængerne når du kører bil.
Many Asians have English as a common language.	Mange asiatere har engelsk som fællessprog.
Many Asians have English as a common language.	Mange asiater har engelsk som fællessprog.
Most people only want to hear their own truth.	De fleste mennesker ønsker kun at høre deres egen sandhed.
