Hi.	Cső!
I need to go home a little early today.	Ma egy kicsivel korábban kell hazamennem.
I never really thought I'd get married.	Sohasem gondoltam, hogy megházasodom.
I often study while listening to music.	Gyakran tanulok úgy, hogy közben zenét hallgatok.
I only wish I could see you more often.	Csak azt kívánnám, hogy lássalak gyakrabban!
I paid my son 5 dollars to wash my car.	A fiamnak 5 dollárt fizettem az autóm lemosásáért.
I personally believe that you're right.	Én személy szerint igazat adok neked.
I personally believe that you're right.	Nekem személy szerint az a meggyőződésem, hogy neked van igazad.
I promise that I will be here tomorrow.	Megígérem, hogy holnap itt leszek.
I really like riding my bike to school.	Tényleg szeretek motorral iskolába járni.
I said to myself, "That's a good idea."	Azt mondtam magamnak: "Ez egy jó ötlet."
I saw the receipt on the kitchen table.	Láttam a vásárlási blokkot a konyhaasztalon.
I should be back in two to three weeks.	Két-három héten belül vissza kell, hogy érkezzek.
I think I'll look around a little more.	Azt hiszem, még körülnézek egy kicsit.
I think I'll look around a little more.	Azt hiszem, még nézelődök egy kicsit.
I think it would be better if you left.	Azt hiszem, jobb lenne, ha most elmennél.
I think they really enjoyed themselves.	Szerintem tényleg jól érezték magukat.
I think this is exactly what Tom wants.	Szerintem Tominak pontosan erre van szüksége.
I think what you're doing is dangerous.	Veszélyesnek tartom, amit csinálsz.
I think you should answer the question.	Esetleg megválaszolhatnád a kérdést.
I think you should answer the question.	Szerintem válaszolhatnál a kérdésre.
I think you'll feel right at home here.	Szerintem te itt otthon fogod érezni magad.
I thought you should see this contract.	Szerintem látnod kellene ezt a szerződést.
I want to be your ally, not your enemy.	A szövetségesed akarok lenni, nem az ellenséged.
I want to teach history when I grow up.	Történelmet akarok tanítani, ha felnövök.
I want to watch what's on TV right now.	Meg akarom nézni, ami most megy a tévében.
I was able to answer all the questions.	Mindegyik kérdésre tudtam a választ.
I was waiting for the bus at that time.	Akkor én vártam a buszra.
I wasn't sure you'd be happy to see me.	Nem tudtam, hogy szívesen látsz-e.
I went for a walk early in the morning.	Kora reggel elmentem egyet sétálni.
I will start working on July the first.	Július elsején kezdek dolgozni.
I wish Tom would learn to speak French.	Szeretném, ha Tomi megtanulna beszélni franciául.
I wonder if I should answer his letter.	Azon tűnődök, hogy válaszoljak-e a levelére.
I wonder whether you really understood.	Vajon igazán megértettél?
I wonder why Tom wants to buy that car.	Kíváncsi vagyok, Tom miért akarja megvenni azt a kocsit.
I would like to offer you the position.	Szeretném felajánlani Önnek a pozíciót.
I would like to speak English fluently.	Szeretnék folyékonyan beszélni angolul.
I would rather stay here than go there.	Én inkább itt maradnék, és nem mennék oda.
I'd like to go with you, but I'm broke.	Szeretnék veled menni, de egy fillérem sincsen.
I'd like to go with you, but I'm broke.	Szívesen veled mennék, de nincs pénzem.
I'd like to know what's happening here.	Szeretném tudni, hogy mi történik itt.
I'd like you to show me how to do that.	Szeretném, ha megmutatnád nekem, hogy kell ezt csinálni.
I'll be careful never to be late again.	Ügyelni fogok arra, hogy soha többet ne késsek.
I'll do it if you tell me how to do it.	Csinálom én, ha megmutatod, hogyan kell.
I'll read a book while you're sleeping.	Egy könyvet olvasok majd, miközben alszol.
I'll read a book while you're sleeping.	Majd egy könyvet olvasok, amíg alszol.
I'll try to shape my ideas into a book.	Egy könyvet akarok összeállítani a gondolataimból.
I'm a lot slower now than I used to be.	Sokkal lassabb vagyok, mint régebben.
I'm afraid I can't finish them in time.	Félek, hogy nem tudom ezeket időben befejezni.
I'm afraid there isn't any coffee left.	Attól tartok, hogy nincs több kávé.
I'm capable of making my own decisions.	Képes vagyok meghozni a saját döntéseimet.
I'm going to apply for the scholarship.	Meg fogom pályázni az ösztöndíjat.
I'm just trying to get Tom's attention.	Én csak Tom figyelmét szeretném fölkelteni.
I'm not good at expressing my feelings.	Nem tudom valami jól kifejezni az érzéseimet.
I'm not satisfied with your performance	Nem vagyok elégedett a teljesítményeddel.
I'm so lucky to have someone who cares.	Olyan szerencsés vagyok, hogy van valakim, aki törődik velem.
I'm sorry I didn't reply to you sooner.	Elnézést, hogy nem válaszoltam önnek hamarabb.
I'm sorry I was so rude to your sister.	Sajnálom, hogy faragatlan voltam a nővéreddel.
I'm sorry, but I have to go to the gym.	Sajnálom, de mennem kell a tornára.
I'm sorry, but I think you're mistaken.	Elnézést, de azt hiszem Ön téved.
I'm the one who brought the subject up.	Én hoztam fel a témát.
I've never dated anyone taller than me.	Még nem jártam nálam magasabbal.
I've never seen that before in my life.	Soha nem láttam még ilyet az életemben.
I've never seen this place so deserted.	Soha nem láttam ezt a helyet ennyire elhagyatottnak.
If I find your passport, I'll call you.	Ha megtalálom az útleveled, hívlak.
If I were you, I'd follow Tom's advice.	Ha a helyedben lennék, követném Tom tanácsát.
If you need help, feel free to call me.	Ha segítség kell, hívj csak.
If you need money, I can lend you some.	Ha pénzre van szükséged, tudok kölcsön adni.
In other words, she became a good wife.	Másként fogalmazva, jó feleség vált belőle.
In the sight of God, all men are equal.	Isten előtt minden ember egyenlő.
In the sight of God, all men are equal.	Isten színe előtt minden ember egyenlő.
Is hitchhiking prohibited in Australia?	Ausztráliában tilos stoppolni?
Is there anything I can do to help out?	Tehetek valamit segítségképpen?
It was one of the best nights I've had.	Ez volt az egyik legjobb éjszakám.
It will go away by itself in two weeks.	Ez magától elmúlik két hét alatt.
It would be a waste of time to do that.	Időpocsékolás lenne ezt tenni.
It's dangerous to play around the fire.	Veszélyes a tűz körül játszani.
It's dangerous to play around the fire.	Veszélyes a tűz közelében játszani.
It's difficult to answer this question.	Nehéz erre a kérdésre válaszolni.
It's difficult to answer this question.	Nehéz ezt a kérdést megválaszolni.
It's likely the Diet will be dissolved.	A országgyűlést valószínűleg feloszlatják.
It's my belief that knowledge is power.	Meggyőződésem szerint a tudás hatalom.
It's my belief that knowledge is power.	Hiszek a tudás hatalmában.
It's not good to stay up late at night.	Nem jó dolog az éjszakázás.
It's very important that I talk to Tom.	Nagyon fontos, hogy beszéljek Tommal.
John doesn’t know how to play guitar.	John nem tud gitározni.
Let's always tell each other the truth.	Mindig az igazat mondjuk egymásnak.
Let's call them together for a meeting.	Hívjunk össze egy megbeszélést.
Let's talk about this when we get home.	Erről majd akkor beszéljünk, ha hazaértünk.
Make sure that the dog does not escape.	Figyelj oda, hogy a kutya nem szökik-e el.
Maybe we'll have better luck next time.	Talán majd legközelebb.
Maybe we'll have better luck next time.	Talán legközelebb nagyobb szerencsénk lesz.
Medication and alcohol often don't mix.	A gyógyszer és az alkohol gyakran nem fér össze.
Most of Tom's children became teachers.	Tom legtöbb gyereke tanár lett.
My children don't have their own rooms.	A gyerekeimnek nincs saját szobájuk.
My client has been charged with murder.	Az ügyfelemet gyilkossággal vádolják.
My father didn't allow me to marry him.	Az apám nem engedte, hogy hozzámenjek.
My father is getting better and better.	Apám egyre jobban van.
My father will soon be forty years old.	Az apám hamarosan negyven éves lesz.
My father won't allow me to keep a dog.	Apám nem akarja megengedni nekem, hogy kutyát tartsak.
My job is the same as it's always been.	Ugyanaz a munkám, mint mindig is volt.
My mom doesn't speak English very well.	Anyukám nem beszél túl jól angolul.
My mother often suffers from headaches.	Édesanyámnak gyakran fáj a feje.
My older sister goes jogging every day.	A nővérem minden nap kocog.
My sister is too young to go to school.	A húgom túl fiatal, hogy iskolába menjen.
My sister takes a shower every morning.	A nővérem minden reggel zuhanyozik.
My sister took the children to the zoo.	A húgom elvitte a gyerekeket az állatkertbe.
My sister went to Italy to study music.	A húgom Olaszországba ment zenét tanulni.
My younger brother is taller than I am.	Az öcsém magasabb nálam.
No one knew how to answer the question.	Senki nem tudott válaszolni a kérdésre.
Nobody can stop me from talking to Tom.	Senki nem akadályozhat meg abban, hogy beszéljek Tomival.
Not knowing what to say, I kept silent.	Nem tudtam mit mondani, ezért hallgattam.
Now that Mary has left, Tom is happier.	Most, hogy Mary elment, Tom boldogabb.
One of your brake lights is burned out.	Kiégett az egyik féklámpád.
Ordinarily, this wouldn't be a problem.	Normál állapotban ez nem lenne probléma.
Our headquarters will remain in Boston.	A központunk marad Bostonban.
Our personnel are very highly educated.	A személyzetünk jól képzett.
Please write your contact address here.	Kérem írja ide az élérhetőségét.
Public pressure forced the army to act.	A nép nyomásra tettre késztette a hadsereget.
Pull yourself together and stop crying.	Szedd össze magad és hagyd abba a sírást.
Rabbits have long ears and short tails.	A nyúlnak hosszú füle és rövid farka van.
Send the package to me at this address.	Erre a címre küldd el nekem a csomagot.
Several proposals have been considered.	Számos javaslatot fontoltak meg.
She asked them to take their shoes off.	Megkérte őket, hogy vegyék le a cipőjüket.
She burst out laughing when she saw me.	Felkacagott, amikor meglátott engem.
She did not promise to come here again.	Nem ígérte meg, hogy újra eljön.
She didn't quite understand my English.	Nem értette pontosan az angolságomat.
She didn't quite understand my English.	Nem értette pontosan, amit angolul mondtam neki.
She failed to understand a single word.	Egy szót sem tudott megérteni.
She gave birth to a daughter yesterday.	Egy lánynak adott életet tegnap.
She gave her guests a hearty reception.	A vendégeit szívélyes fogadtatásban részesítette.
She hinted that she might study abroad.	Arra célzott, hogy talán külföldön fog tanulni.
She is completely deaf in her left ear.	A bal fülére teljesen süket.
She is content with his present salary.	Elégedett a férje jelenlegi fizetésével.
She is going to have a baby this month.	Ebben a hónapban szülni fog.
She is going to have a baby this month.	Ebben a hónapban lebabázik.
She lay on a sofa with her eyes closed.	Csukott szemmel feküdt a kanapén.
She participated in the beauty contest.	Részt vett a szépségversenyen.
She pretended to know nothing about it.	Úgy tett, mintha semmit nem tudott volna róla.
She strongly resembles her grandmother.	Nagyon hasonlít a nagymamájára.
She studied French as hard as possible.	A lehető legkeményebben tanult franciául.
She thinks of nothing but making money.	Semmi másra nem gondol, csak a pénzkeresésre.
She thinks of nothing but making money.	Semmi másra nem gondol, csak a pénzszerzésre.
She thinks of nothing but making money.	Csak a pénzszerzésre gondol.
She thinks of nothing but making money.	Csak a pénzkeresésre gondol.
She wants to know who sent the flowers.	Szeretné tudni, hogy ki küldte a virágokat.
She was kind enough to make tea for us.	Olyan kedves volt, hogy még teát is készített nekünk.
She was playing the piano at that time.	Akkor éppen zongorázott.
She will get along with my grandmother.	Jól ellesz majd a mamámmal.
She's much better today than yesterday.	Sokkal jobban van, mint tegnap.
